iter	RMSE
725	5.105994099
726	5.102070828
727	5.096604744
728	5.086116233
729	5.082651929
730	5.077993635
731	5.074922356
732	5.066558596
733	5.06242783
734	5.060383467
735	5.055624139
736	5.05238321
737	5.04929611
738	5.035461456
739	5.032690952
740	5.026324985
741	5.01001342
742	5.000312321
743	4.995836291
744	4.994444065
745	4.980057776
746	4.97699004
747	4.968405731
748	4.955648179
749	4.948992448
750	4.945767065
751	4.941411958
752	4.938508025
753	4.927758611
754	4.918899127
755	4.906230792
756	4.894257471
757	4.889333018
758	4.884756375
759	4.883184129
760	4.879058201
761	4.874347603
762	4.865424668
763	4.862368186
764	4.852973913
765	4.846272126
766	4.834844926
767	4.831684256
768	4.829868532
769	4.82569476
770	4.822213945
771	4.811961235
772	4.807661754
773	4.797705714
774	4.788170406
775	4.773848534
776	4.770415159
777	4.766507578
778	4.755271225
779	4.746866465
780	4.735679904
781	4.729585738
782	4.721521289
783	4.713387967
784	4.710781148
785	4.699083947
786	4.685309676
787	4.678925058
788	4.664815865
789	4.658236995
790	4.649210366
791	4.642775951
792	4.639388708
793	4.633229594
794	4.626663798
795	4.625198689
796	4.619830033
797	4.615324005
798	4.610233697
799	4.605706552
800	4.599897088
801	4.59159232
802	4.586178213
803	4.582790379
804	4.578609026
805	4.572542378
806	4.563789887
807	4.554524868
808	4.550949482
809	4.543356939
810	4.54036336
811	4.532262684
812	4.526107256
813	4.52157794
814	4.509989697
815	4.50375645
816	4.499462382
817	4.495852246
818	4.485996553
819	4.481492973
820	4.474935173
821	4.467175485
822	4.462623817
823	4.457243341
824	4.451281098
825	4.447661604
826	4.443791953
827	4.441687685
828	4.43583166
829	4.425688402
830	4.414663777
831	4.408393511
832	4.399841755
833	4.394661259
834	4.390134
835	4.386744622
836	4.381981205
837	4.378207661
838	4.372603387
839	4.370687385
840	4.365531388
841	4.35637339
842	4.352174895
843	4.348467024
844	4.344643312
845	4.338968858
846	4.334947941
847	4.329669857
848	4.325977224
849	4.324793926
850	4.316695461
851	4.31324083
852	4.310648798
853	4.305215385
854	4.294268632
855	4.289365401
856	4.286879934
857	4.281820392
858	4.278017482
859	4.274250155
860	4.264891872
861	4.262571761
862	4.258577924
863	4.252679887
864	4.248589799
865	4.244291106
866	4.239430067
867	4.236020724
868	4.229358055
869	4.22555089
870	4.221794958
871	4.213039223
872	4.207441203
873	4.203533549
874	4.198897146
875	4.191810694
876	4.185699415
877	4.178219002
878	4.170454633
879	4.165018588
880	4.157854503
881	4.154246942
882	4.152169438
883	4.145821224
884	4.140815804
885	4.136038755
886	4.133587139
887	4.13033397
888	4.126531419
889	4.12314991
890	4.120785223
891	4.113463666
892	4.108717831
893	4.10416992
894	4.099722129
895	4.095536239
896	4.088810495
897	4.084541628
898	4.075543165
899	4.066839321
900	4.063308518
901	4.059970577
902	4.056061347
903	4.052869747
904	4.047254689
905	4.045974862
906	4.043016051
907	4.037884657
908	4.032771199
909	4.026866016
910	4.023538364
911	4.019861989
912	4.018155242
913	4.015094107
914	4.010659376
915	4.006667468
916	3.997135527
917	3.992815016
918	3.990984734
919	3.988155585
920	3.984659766
921	3.976386633
922	3.971821745
923	3.969669926
924	3.966181594
925	3.958096468
926	3.954264482
927	3.949645835
928	3.94440593
929	3.94253905
930	3.938266614
931	3.932145103
932	3.930803713
933	3.928962614
934	3.923971747
935	3.919044623
936	3.909824471
937	3.908368588
938	3.89897425
939	3.89512089
940	3.890918674
941	3.881899089
942	3.875713441
943	3.868722413
944	3.86386909
945	3.85635665
946	3.85444334
947	3.847609017
948	3.841551847
949	3.834120846
950	3.829058676
951	3.827253252
952	3.825492045
953	3.823834638
954	3.819962658
955	3.816684195
956	3.81308054
957	3.805970281
958	3.804042177
959	3.802317991
960	3.798471078
961	3.795557018
962	3.793874325
963	3.787861824
964	3.786151093
965	3.78249695
966	3.779337809
967	3.773589948
968	3.77239216
969	3.768416613
970	3.765406579
971	3.762899383
972	3.761890409
973	3.760642054
974	3.756145057
975	3.754270749
976	3.749914295
977	3.742013006
978	3.738742148
979	3.737879065
980	3.730362874
981	3.724009799
982	3.720456325
983	3.717615318
984	3.712855685
985	3.711560824
986	3.708225814
987	3.705019518
988	3.702365018
989	3.697235497
990	3.694558303
991	3.69194481
992	3.688891399
993	3.685323015
994	3.682426272
995	3.679084226
996	3.676214714
997	3.672430219
998	3.671194363
999	3.665632138
1000	3.662309863
1001	3.658826789
1002	3.655223099
1003	3.648670765
1004	3.647066127
1005	3.64629049
1006	3.641572276
1007	3.640032386
1008	3.635919983
1009	3.633201653
1010	3.63036786
1011	3.623349941
1012	3.620812077
1013	3.617588532
1014	3.614727802
1015	3.613175136
1016	3.610578822
1017	3.608243842
1018	3.607372671
1019	3.602417282
1020	3.60148291
1021	3.599674832
1022	3.597176701
1023	3.596433642
1024	3.591949588
1025	3.588748855
1026	3.586168859
1027	3.584464644
1028	3.579220095
1029	3.577535988
1030	3.575004079
1031	3.571271164
1032	3.567773544
1033	3.565450357
1034	3.56439261
1035	3.561355054
1036	3.556863187
1037	3.551285312
1038	3.546362188
1039	3.543625053
1040	3.540754348
1041	3.538162757
1042	3.536419991
1043	3.533492273
1044	3.52949933
1045	3.527018124
1046	3.524311323
1047	3.519599048
1048	3.516907902
1049	3.510746438
1050	3.50779918
1051	3.505037036
1052	3.502347456
1053	3.501090651
1054	3.499871021
1055	3.497174173
1056	3.493174127
1057	3.49193337
1058	3.488813406
1059	3.482752135
1060	3.481353926
1061	3.478640442
1062	3.474027332
1063	3.470126357
1064	3.469367037
1065	3.466713704
1066	3.465118759
1067	3.460539434
1068	3.455624186
1069	3.451972918
1070	3.450081389
1071	3.447575872
1072	3.444900447
1073	3.440728941
1074	3.439534292
1075	3.438355246
1076	3.435552207
1077	3.432741922
1078	3.428503038
1079	3.426558308
1080	3.425162043
1081	3.419695972
1082	3.418190432
1083	3.413957536
1084	3.411415377
1085	3.405179086
1086	3.40203212
1087	3.397255014
1088	3.390513868
1089	3.386881921
1090	3.382954627
1091	3.379229909
1092	3.378495931
1093	3.372207392
1094	3.369483458
1095	3.365182721
1096	3.361777494
1097	3.358605882
1098	3.355718924
1099	3.352063779
1100	3.348203315
1101	3.344339661
1102	3.340767498
1103	3.338639087
1104	3.332324709
1105	3.329902941
1106	3.328863468
1107	3.32406434
1108	3.322681353
1109	3.320755937
1110	3.315844115
1111	3.313207283
1112	3.310125048
1113	3.304597222
1114	3.299355083
1115	3.296365987
1116	3.29350254
1117	3.290304368
1118	3.286860387
1119	3.283646691
1120	3.28024427
1121	3.277611002
1122	3.273595339
1123	3.272479918
1124	3.270556298
1125	3.266051028
1126	3.263765436
1127	3.257881169
1128	3.253491882
1129	3.25010452
1130	3.248194923
1131	3.244552528
1132	3.242535055
1133	3.240413286
1134	3.236692192
1135	3.235379412
1136	3.233377042
1137	3.23165459
1138	3.229395467
1139	3.227295521
1140	3.222094549
1141	3.218320067
1142	3.21726837
1143	3.213313652
1144	3.211876279
1145	3.210097314
1146	3.207761827
1147	3.204977771
1148	3.20394662
1149	3.20179251
1150	3.196998701
1151	3.194474742
1152	3.190741027
1153	3.186332683
1154	3.183820016
1155	3.181519698
1156	3.177712423
1157	3.176509302
1158	3.171232361
1159	3.166830639
1160	3.165714302
1161	3.162767826
1162	3.159393755
1163	3.15776576
1164	3.152819603
1165	3.149589427
1166	3.147877774
1167	3.145204719
1168	3.143711857
1169	3.142370144
1170	3.138483713
1171	3.133711863
1172	3.131818539
1173	3.129102005
1174	3.127979353
1175	3.123031979
1176	3.121498286
1177	3.117928509
1178	3.113518896
1179	3.111522731
1180	3.108286623
1181	3.10717629
1182	3.102019409
1183	3.1003824
1184	3.099214418
1185	3.09443466
1186	3.09095308
1187	3.089729999
1188	3.088048889
1189	3.084625027
1190	3.082442654
1191	3.081200589
1192	3.077514563
1193	3.075327415
1194	3.071012385
1195	3.068951916
1196	3.067670434
1197	3.067017365
1198	3.062969617
1199	3.057489818
1200	3.055874106
1201	3.0538391
1202	3.052739324
1203	3.052130919
1204	3.050418366
1205	3.045170403
1206	3.044369153
1207	3.043310933
1208	3.041043107
1209	3.03747625
1210	3.035761383
1211	3.031004095
1212	3.029121155
1213	3.025575734
1214	3.023579374
1215	3.020133496
1216	3.018359012
1217	3.014159815
1218	3.012037098
1219	3.010936286
1220	3.009257191
1221	3.006705412
1222	3.004315385
1223	3.002815987
1224	2.999671854
1225	2.996554136
1226	2.992152001
1227	2.990482604
1228	2.989198724
1229	2.9860685
1230	2.984263154
1231	2.981865915
1232	2.978648267
1233	2.977937636
1234	2.974196894
1235	2.973209955
1236	2.972354856
1237	2.968322009
1238	2.966054354
1239	2.963943296
1240	2.960040802
1241	2.956428175
1242	2.955204696
1243	2.951787252
1244	2.94784249
1245	2.945487991
1246	2.940717372
1247	2.938234259
1248	2.936376272
1249	2.934514751
1250	2.93262003
1251	2.930999442
1252	2.930249713
1253	2.928754954
1254	2.926884437
1255	2.925865046
1256	2.92261847
1257	2.921095589
1258	2.920093862
1259	2.916964808
1260	2.912929512
1261	2.910640308
1262	2.909618774
1263	2.908513454
1264	2.907508934
1265	2.905094118
1266	2.90062876
1267	2.897470219
1268	2.896083764
1269	2.892520258
1270	2.889910858
1271	2.885493622
1272	2.88008135
1273	2.877531726
1274	2.87550796
1275	2.871031114
1276	2.866719384
1277	2.865271017
1278	2.86355848
1279	2.861267261
1280	2.860357938
1281	2.857942898
1282	2.856145726
1283	2.854031482
1284	2.852002791
1285	2.851449173
1286	2.850870414
1287	2.846846472
1288	2.843888169
1289	2.842859856
1290	2.838541746
1291	2.836822754
1292	2.836208801
1293	2.834314956
1294	2.831979949
1295	2.830453946
1296	2.828451512
1297	2.826309653
1298	2.824075368
1299	2.822398794
1300	2.821006113
1301	2.820275473
1302	2.817718357
1303	2.81492957
1304	2.812121947
1305	2.810617896
1306	2.809116999
1307	2.808250689
1308	2.807336858
1309	2.804973576
1310	2.804236731
1311	2.802653908
1312	2.800397025
1313	2.799751065
1314	2.796635597
1315	2.793730916
1316	2.791076463
1317	2.790196424
1318	2.787996139
1319	2.787334142
1320	2.784966875
1321	2.781293961
1322	2.779900858
1323	2.778125189
1324	2.77648054
1325	2.77454618
1326	2.772660459
1327	2.770357448
1328	2.768820923
1329	2.768139751
1330	2.766537987
1331	2.765791063
1332	2.763305882
1333	2.761062614
1334	2.757438379
1335	2.75660365
1336	2.754491224
1337	2.750186867
1338	2.747544679
1339	2.745546036
1340	2.74438422
1341	2.742681216
1342	2.740393054
1343	2.737815818
1344	2.734810558
1345	2.733380715
1346	2.73265046
1347	2.728931719
1348	2.726314712
1349	2.724490564
1350	2.722707414
1351	2.722078632
1352	2.719786831
1353	2.717972623
1354	2.715226893
1355	2.712865423
1356	2.710642275
1357	2.709702687
1358	2.708164997
1359	2.705906265
1360	2.70375849
1361	2.702223007
1362	2.700365513
1363	2.696223952
1364	2.69496452
1365	2.694240158
1366	2.693540489
1367	2.691054119
1368	2.688912179
1369	2.685168743
1370	2.682276418
1371	2.679850444
1372	2.679386125
1373	2.677588451
1374	2.677002099
1375	2.674418268
1376	2.672950814
1377	2.671955085
1378	2.671077315
1379	2.670333688
1380	2.669456307
1381	2.668894932
1382	2.666681649
1383	2.664862437
1384	2.664028712
1385	2.661518264
1386	2.66094491
1387	2.658752786
1388	2.657130815
1389	2.656583032
1390	2.653405892
1391	2.651078896
1392	2.647422264
1393	2.646862342
1394	2.643014128
1395	2.641140132
1396	2.637456641
1397	2.636922059
1398	2.634181798
1399	2.631930227
1400	2.629319874
1401	2.628783889
1402	2.62687911
1403	2.626367674
1404	2.624409999
1405	2.622708992
1406	2.62064229
1407	2.618221397
1408	2.616227663
1409	2.614458199
1410	2.613362614
1411	2.612192484
1412	2.608775325
1413	2.608275816
1414	2.605361255
1415	2.602338367
1416	2.601015042
1417	2.600488765
1418	2.598709227
1419	2.59575606
1420	2.592191474
1421	2.590021662
1422	2.588091426
1423	2.585334792
1424	2.584688499
1425	2.583171794
1426	2.58213202
1427	2.581307501
1428	2.578695793
1429	2.576877244
1430	2.573399269
1431	2.571418906
1432	2.57000035
1433	2.567562888
1434	2.566391407
1435	2.564730739
1436	2.564042005
1437	2.561625357
1438	2.559731999
1439	2.55805123
1440	2.555763634
1441	2.555010404
1442	2.552939508
1443	2.551433591
1444	2.548118345
1445	2.54663011
1446	2.545957839
1447	2.54475644
1448	2.542074238
1449	2.540444166
1450	2.538304813
1451	2.537206447
1452	2.534465351
1453	2.533958634
1454	2.532588729
1455	2.52964099
1456	2.528962503
1457	2.528148257
1458	2.527113336
1459	2.525461267
1460	2.523976594
1461	2.520917475
1462	2.520082431
1463	2.517608369
1464	2.514786587
1465	2.513224752
1466	2.512345805
1467	2.510225793
1468	2.509181557
1469	2.507318324
1470	2.507011817
1471	2.50549739
1472	2.502690081
1473	2.501739276
1474	2.498114433
1475	2.496994867
1476	2.495097812
1477	2.492822077
1478	2.490722506
1479	2.489137219
1480	2.488456317
1481	2.487105056
1482	2.484276633
1483	2.482469521
1484	2.479955878
1485	2.479717305
1486	2.477336322
1487	2.475820072
1488	2.472998795
1489	2.472489895
1490	2.471567583
1491	2.470354877
1492	2.468508284
1493	2.465539885
1494	2.46412695
1495	2.463064885
1496	2.462068359
1497	2.459266011
1498	2.457867914
1499	2.456464895
